"id","date","tweet","insult_1","target_1","insult_2","target_2","insult_3","target_3","insult_4","target_4","insult_5","target_5","insult_6","target_6"
"1930",2017-11-19,"Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposely) on  ""mike "" saying bad things about your favorite President. He'll be a NO on tax cuts because his political career anyway is  ""toast. ""","Jeff Flake(y)","jeff-flake","unelectable","jeff-flake","anemic polls","jeff-flake","his political career anyway is 'toast'","jeff-flake",NA,NA,NA,NA
"1931",2017-11-19,"Shoplifting is a very big deal in China, as it should be (5-10 years in jail), but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!","Very ungrateful!","levar-ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932",2017-11-20,"Marshawn Lynch of the NFL's Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.","Great disrespect!","marshawn-lynch","NFL should suspend him for remainder of season","marshawn-lynch","Attendance and ratings way down","nfl",NA,NA,NA,NA,NA,NA
"1933",2017-11-22,"..LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. It's a really big deal, especially in China. Ungrateful fool!","Ungrateful fool!","levar-ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934",2017-11-22,"Another Crooked Hillary Fan! https://t.co/1LidydhORD","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935",2017-11-22,"It wasn't the White House, it wasn't the State Department, it wasn't father LaVar's so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor man's version of Don King, but without the hair. Just think..","just a poor man's version of Don King, but without the hair","levar-ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936",2017-11-22,"The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. That's almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....","When will the highly paid Commissioner finally get tough and smart?","roger-goodell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937",2017-11-23,"ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the Democrats, and it is a disaster. But do not worry. Even though the Dems want to Obstruct, we will Repeal & Replace right after Tax Cuts!","OWNED by the Democrats","obamacare","a disaster","obamacare",NA,NA,NA,NA,NA,NA,NA,NA
"1938",2017-11-24,"Can you believe that the disrespect for our Country, our Flag, our Anthem continues without penalty to the players. The Commissioner has lost control of the hemorrhaging league. Players are the boss! https://t.co/udXP5MR8BC","hemorrhaging","nfl","has lost control of the hemorrhaging league","roger-goodell",NA,NA,NA,NA,NA,NA,NA,NA
"1939",2017-11-24,"Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East. I will get it all done, but what a mistake, in lives and dollars (6 trillion), to be there in the first place!","the mess that I inherited","middle-east-relations","what a mistake, in lives and dollars (6 trillion), to be there in the first place!","middle-east-relations",NA,NA,NA,NA,NA,NA,NA,NA
"1940",2017-11-25,"@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of (Fake) news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!","a major source of (Fake) news","cnn-international","they represent our Nation to the WORLD very poorly","cnn-international","The outside world does not see the truth from them!","cnn-international",NA,NA,NA,NA,NA,NA
"1941",2017-11-25,"Check out the recent Editorial in the Wall Street Journal @WSJ about what a complete disaster the @CFPB has been under its leader from previous Administration, who just quit!","a complete disaster","cfpb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942",2017-11-25,"The Consumer Financial Protection Bureau, or CFPB, has been a total disaster as run by the previous Administrations pick. Financial Institutions have been devastated and unable to properly serve the public. We will bring it back to life!","a total disaster","cfpb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943",2017-11-25,"Wow, even I didn't realize we did so much. Wish the Fake News would report! Thank you. https://t.co/ApVbu2b0Jd","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944",2017-11-26,"I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasn't enough. Can't let Schumer/Pelosi win this race. Liberal Jones would be BAD!","would be BAD!","doug-jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945",2017-11-26,"Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia. Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!","the phony Democrat excuse for losing the election","trump-russia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946",2017-11-26,"The last thing we need in Alabama and the U.S. Senate is a Schumer/Pelosi puppet who is WEAK on Crime, WEAK on the Border, Bad for our Military and our great Vets, Bad for our 2nd Amendment, AND WANTS TO RAISES TAXES TO THE SKY. Jones would be a disaster!","a Schumer/Pelosi puppet","doug-jones","WEAK on Crime","doug-jones","WEAK on the Border","doug-jones","Bad for our Military and our great Vets","doug-jones","Bad for our 2nd Amendment","doug-jones","WANTS TO RAISES TAXES TO THE SKY","doug-jones"
"1947",2017-11-27,"The good news is that their ratings are terrible, nobody cares! https://t.co/I7h4Ryin3h","their ratings are terrible, nobody cares!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948",2017-11-27,"We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President (me). They are all bad. Winner to receive the FAKE NEWS TROPHY!","dishonest","the-media","corrupt","the-media","distorted in its political coverage of your favorite President (me)","the-media","They are all bad","the-media","FAKE NEWS","the-media",NA,NA
"1949",2017-11-28,"At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control!","Weak and out of control!","kneeling-nfl-players","stadiums that are now having a very hard time filling up","nfl",NA,NA,NA,NA,NA,NA,NA,NA
"1950",2017-11-28,"Meeting with  ""Chuck and Nancy "" today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I don't see a deal!","want illegal immigrants flooding into our Country unchecked","nancy-pelosi","weak on Crime","nancy-pelosi","want to substantially RAISE Taxes","nancy-pelosi","want illegal immigrants flooding into our Country unchecked","chuck-schumer","weak on Crime","chuck-schumer","want to substantially RAISE Taxes","chuck-schumer"
"1951",2017-11-29,"Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Emails.  ""Emails endangered National Security. "" Why aren't our deep State authorities looking at this? Rigged & corrupt? @TuckerCarlson @seanhannity","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",2017-11-29,"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! https://t.co/8zJ3j7g5el","we should boycott","cnn","Fake News","cnn","Dealing with them is a total waste of time!","cnn",NA,NA,NA,NA,NA,NA
"1953",2017-11-29,"So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the  ""unsolved mystery "" that took place in Florida years ago? Investigate!","low ratings","joe-scarborough","Fake News practitioners","nbc-news",NA,NA,NA,NA,NA,NA,NA,NA
"1954",2017-11-29,"Wow, Matt Lauer was just fired from NBC for  ""inappropriate sexual behavior in the workplace. "" But when will the top executives at NBC & Comcast be fired for putting out so much Fake News. Check out Andy Lack's past!","Check out Andy Lack's past!","andy-lack","putting out so much Fake News","comcast-executives","putting out so much Fake News","nbc-executives",NA,NA,NA,NA,NA,NA
"1955",2017-11-30,"""Had the information (Crooked Hillary's emails) been released there would have been harm to National Security...."" Charles McCullough Fmr Intel Comm Inspector General https://t.co/b0tLW5TVhX","Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956",2017-11-30,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch.","Little Rocket Man","kim-jong-un",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957",2017-11-30,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be  ""low and glum! ""","If the Dems had won the Presidential Election, the Market would be down 50%","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958",2017-11-30,"The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue! @foxandfriends","has totally gone against the Social Media Guidelines that they installed","the-new-york-times","many of their biased reporters went Rogue!","the-new-york-times",NA,NA,NA,NA,NA,NA,NA,NA
"1959",2017-11-30,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!","Failing","the-new-york-times","the pipe organ for the Democrat Party","the-new-york-times","a virtual lobbyist","the-new-york-times","wrong so often","the-new-york-times",NA,NA,NA,NA
"1960",2017-11-30,"The only people who don't like the Tax Cut Bill are the people that don't understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans!","Obstructionist","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961",2017-12-01,"A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.","disgraceful","kate-steinle-verdict",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",2017-12-01,"Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!","Obstructionist","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",2017-12-01,"The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.","so weak on Crime","democrats",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",2017-12-01,"The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He's not leaving and while we disagree on certain subjects, (I call the final shots) we work well together and America is highly respected again! https://t.co/FrqiPLFJ1E","FAKE NEWS!","the-media",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",2017-12-03,"After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters - worst in History! But fear not, we will bring it back to greatness.","its reputation is in Tatters","fbi","worst in History!","fbi",NA,NA,NA,NA,NA,NA,NA,NA
"1966",2017-12-03,"Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and  ""papers "" should do the same with their Fake News!","horrendously inaccurate and dishonest","brian-ross","Fake News!","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"1967",2017-12-03,"I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!","lie!","james-comey","Fake News","the-media",NA,NA,NA,NA,NA,NA,NA,NA
"1968",2017-12-03,"Many people in our Country are asking what the  ""Justice "" Department is going to do about the fact that totally Crooked Hillary, AFTER receiving a subpoena from the United States Congress, deleted and  ""acid washed "" 33,000 Emails? No justice!","the  ""Justice "" Department","department-of-justice","No justice!","department-of-justice","totally Crooked","hillary-clinton",NA,NA,NA,NA,NA,NA
